names,dates,comments,inferred_gender
Reviewer_202,2025-04-15 16:17:00,"A layer of goat cheese, a dollop of lavender honey, a few caramelized purple grapes, and as a finishing touch: a little smoked sea salt.",unknown
Reviewer_203,2025-04-15 15:31:00,Fresh sausage in my home baked croissant. Delicious with a little extra spicy mustard.,male
Reviewer_204,2025-04-15 15:30:00,"I'm going for a croissant with a Surinamese touch, namely deliciously topped with my mother's cod! Add a piece of sour and my day can't get any better!",unknown
Reviewer_205,2025-04-15 15:14:00,"Personally I think mozzarella with tomatoes, basil and a bit of pesto, then in the tosti iron is great. And also Nutella in a croissant in the tosti iron and then strawberry on top!! :)",female
Reviewer_206,2025-04-15 15:08:00,Just ham cheese or the praline variant from ah but secretly I think the crompouce is the tastiest!,male
Reviewer_207,2025-04-15 15:03:00,"Well, a bit stubborn",female
Reviewer_208,2025-04-15 14:39:00,"A well-baked piece of bavette, beautifully red on the inside on the croissant. Underneath a small layer of truffle jus, topped with some rocket and parmesan cheese.",female
Reviewer_209,2025-04-15 14:34:00,"Okay, brace yourself: my favorite croissant topping is a layer of pistachio cream, topped with fresh raspberries, and then a sprinkle of lemon zest for that fresh kick. It might sound a little crazy, but trust me—it’s a finger-licking good one.       ",male
Reviewer_210,2025-04-15 14:31:00,"a layer of cream cheese, strawberry slices, a little honey and... crunchy chips! Sweet, salty, crunchy and creamy, it's like experiencing breakfast, lunch and snack in one bite. Not logical, but legendary. Just like an XXL croissant beanbag: nobody asks for it, but once you have it, you'll never want anything else!",female
Reviewer_211,2025-04-15 14:22:00,A delicious warm croissant with a slice of ham and cheese in between. To finish this off with a croissant with AH Chocopasta as dessert,male
Reviewer_212,2025-04-15 14:14:00,"A delicious croissant with slices of cheese from the deli department, fresh iceberg lettuce and a tomato from AGF and truffle mayonnaise. Enjoy!",male
Reviewer_213,2025-04-15 14:06:00,"A big croissant with 100% peanut butter with chunks. My friends think I'm crazy, but this is really the tastiest and healthiest ;) combination!",male
Reviewer_214,2025-04-15 13:58:00,There is only 1 correct answer to this. A croissant with Nutella!,female
Reviewer_215,2025-04-15 13:56:00,"A croissant with bacon, cheese, siracha mayo, sesame seeds and cucumber is something I'd love to have!",female
Reviewer_216,2025-04-15 13:51:00,croissant with Burrata tomato pesto salami Milano in the oven...wooow that's delicious,female
Reviewer_217,2025-04-15 13:45:00,hmmm Jam I love jam hmmmm,male
Reviewer_218,2025-04-15 13:37:00,A croissant with caramel paste on both insides. And then in between cut into small pieces Double Gold caramel magnum,male
Reviewer_219,2025-04-15 13:35:00,"An open-cut croissant, with a layer of Nutella spread on both sides and Kinder Bueno crunched on top.",male
Reviewer_220,2025-04-15 13:32:00,A croissant with strawberries and cream cheese is my favorite!,male
Reviewer_221,2025-04-15 13:31:00,Lots of chocolate sprinkles,female
Reviewer_222,2025-04-15 13:31:00,'Enjoy a culinary start with our artisanal croissant',female
Reviewer_223,2025-04-15 13:29:00,Filet americain with a poached egg,unknown
Reviewer_224,2025-04-15 12:56:00,"A normal croissant, with Nutella and banana slices in between. Delicious!",male
Reviewer_225,2025-04-15 12:28:00,Luxurious croissant filled with brie and strawberries.,female
Reviewer_226,2025-04-15 12:06:00,"A lovely warm Croissant with strawberry Jam on it, to eat together with my Kids, then the jam falls deliciously on your plate with nice sticky hands, yummy",female
Reviewer_227,2025-04-15 12:06:00,"Cut open the croissant while it is still warm, add salted butter and then a little brown sugar on top...enjoy",female
Reviewer_228,2025-04-15 12:03:00,Delicious with Nutella hazelnut spread and mashed strawberries   ,female
Reviewer_229,2025-04-15 11:49:00,"Just eat it straight from the fist, that's when it tastes best",male
Reviewer_230,2025-04-15 11:45:00,The delicious Betuwe strawberry jam from AH's own brand on a croissant that is just warm from the oven is the perfect start of the day for me!,male
Reviewer_231,2025-04-15 11:44:00,Double devon cream with a little lemon curd mmmmmmmmmmmmmm....,male
Reviewer_232,2025-04-15 11:34:00,Preferably a lovely warm croissant with pistachio paste on it. Maybe also a good idea to include this in the small bread assortment. It is really a great combination and also fits the pistachio trend!,female
Reviewer_233,2025-04-15 11:27:00,"A lovely warm croissant, a fresh layer of homemade pastry cream on top of a very thin layer of pistachio paste. On top of this, deliciously marinated fresh strawberries (in white caster sugar and lemon juice (fresh)). Let the marinated strawberries drain well in advance and then mmmmmmmm enjoy. PS watch your fingers!",male
Reviewer_234,2025-04-15 11:26:00,"Make a croissant waffle with fruit because yes, I prefer sweet",unknown
Reviewer_235,2025-04-15 11:23:00,"This is a nice action for us the employees, this can happen more often!",unknown
Reviewer_236,2025-04-15 11:13:00,A croissant cut open and with even more calories on it by spreading salted butter on it and then a layer of honey on top! :-D,male
Reviewer_237,2025-04-15 11:13:00,"Every Sunday at grandma and grandpa's started with the smell of freshly baked croissants in their small kitchen. My ultimate croissant topping? Just like grandma did: butter, strawberry jam and a slice of young cheese. Not special perhaps, but to me it is pure magic. Sweet, salty, warm, and full of memories. One bite and I'm sitting there at that old kitchen table again, legs too short for the ground, and crumbs everywhere.",male
Reviewer_238,2025-04-15 11:09:00,"When I really want to indulge, I like to eat my croissant with a generous layer of Nutella, fresh strawberries and raspberries, and a drizzle of white chocolate sauce on top. Topped with some roasted hazelnuts or pistachios for that delicious crunch. Pure indulgence!",female
Reviewer_239,2025-04-15 10:53:00,"I prefer to eat my croissant the old-fashioned way with jam, a truly delicious combination",female
Reviewer_240,2025-04-15 10:52:00,"All those comments here about 'what' you put on a croissant are nice, but 'where' you put it on the croissant is at least as important for the mouthfeel!",male
Reviewer_241,2025-04-15 10:47:00,The tastiest Poutine on it of course     ,male
Reviewer_242,2025-04-15 10:41:00,The tastiest croissant is simply Dutch with chocolate sprinkles. Preferably with a cup of tea or coffee. That makes it complete.,male
Reviewer_243,2025-04-15 10:18:00,"The tastiest is a croissant with strawberry jam, or a savory croissant with cheese and some Italian herbs and then briefly put in the oven.",male
Reviewer_244,2025-04-15 10:17:00,"A crossaint is the most delicious, as warm as possible, as fresh as possible, from the oven. So that it smells delicious and is deliciously crispy! A fresh crossaint does not need anything else.",female
Reviewer_245,2025-04-15 10:16:00,"I prefer to put a little jam on my croissant, nice and simple but still nice.",unknown
Reviewer_246,2025-04-15 10:09:00,On Mother's Day I make my mother (and myself) happy with warm croissants filled with homemade pastry cream and fresh strawberries!,female
Reviewer_247,2025-04-15 10:02:00,"Cut your croissant and put a layer of apple syrup on both sides, then soft goat cheese on top. Then you mash a few lotus speculaas cookies and put the crumbs on the goat cheese. Put the roof back on...mmmmmm",female
Reviewer_248,2025-04-15 09:58:00,"I sometimes make a croissant with pulled chicken. First you make the pulled chicken, preferably marinated in spicy pineapple chipotle. Then you cut the croissant open and spread it with a little creme fresch. Finally I always top it off with some slices of pineapple, pickled red onion, lime, coriander and those crumbled tortilla chips. Bon a petit!         ",unknown
Reviewer_249,2025-04-15 09:57:00,I get my croissant,male
Reviewer_250,2025-04-15 09:28:00,old fashioned with a sausage! delicious,male
Reviewer_251,2025-04-15 09:27:00,Freshly baked of course and then cream butter young cheese with strawberry jam on top,male
Reviewer_252,2025-04-15 09:24:00,"I put a British spin on my croissant and have butter, marmite and cheese",female
Reviewer_253,2025-04-15 09:23:00,"I eat it with witch cheese and 2 slices of chicken fillet on top, delicious!!",male
Reviewer_254,2025-04-15 09:19:00,What is also great is to cut the croissant roll into slices and then bake it. Then dip it in melted chocolate and fill it with a mixture of whipped cream and pastry cream,unknown
Reviewer_255,2025-04-15 09:14:00,a croissant with scrambled eggs with pieces of salmon and a little chives is the favorite recipe for Easter brunch,female
Reviewer_256,2025-04-15 09:08:00,"You are all wrong. A croissant is filled with lots of love. If it is prepared with love, it is eaten with love",unknown
Reviewer_257,2025-04-15 09:02:00,"A warm croissant with a layer of butter, delicious",female
Reviewer_258,2025-04-15 08:56:00,I like to keep it simple and eat my croissant with strawberry jam. Why make it difficult when you can have it with jam?,male
Reviewer_259,2025-04-15 08:49:00,"I like to eat my croissant with banana and cucumber with some sambal on top AH, delicious!",male
Reviewer_260,2025-04-15 08:42:00,"A healthy croissant is my favorite! But just plain or with a lick of jam, jam jam jam.",female
Reviewer_261,2025-04-15 08:38:00,croissant with herb cheese tomato cucumber salmon,male
Reviewer_262,2025-04-15 08:15:00,Deliciously natural with a good cup of coffee.. Enjoy!! :D,male
Reviewer_263,2025-04-15 08:06:00,just natural then you really taste the croissant as it should be,female
Reviewer_264,2025-04-15 08:02:00,arugula cream cheese salmon and some pepper.,female
Reviewer_265,2025-04-15 08:02:00,croissant with a soft-boiled egg and salt and pepper,male
Reviewer_266,2025-04-15 07:56:00,A delicious croissant with peanut butter and jam,male
Reviewer_267,2025-04-15 07:51:00,Just plain old fashioned: with butter and raspberry jam!,male
Reviewer_268,2025-04-15 07:44:00,smoked salmon and cream cheese,unknown
Reviewer_269,2025-04-15 07:37:00,A luxury croissant with just a simple fried egg! Delicious!,female
Reviewer_270,2025-04-15 02:34:00,BREAKING: Croissant seeks topping!,male
Reviewer_271,2025-04-14 23:35:00,"A warm croissant filled with a cloud of lavender-honey cream, topped with a swirl of salted caramel and crunchy pistachios. It feels like standing in a French field full of blooming lavender, with the sun kissing your face and Edith Piaf singing softly in the background.",male
Reviewer_272,2025-04-14 23:34:00,Salmon and a dollop of cream cheese,male
Reviewer_273,2025-04-14 23:00:00,A chroissant with a layer of strawberry jam and then a slice of cheese is the best there is. Sounds weird but is delicious.,female
Reviewer_274,2025-04-14 22:59:00,on a nice warm croissant i would put ham and cheese and then put it in the toaster.,male
Reviewer_275,2025-04-14 22:46:00,"Eating a freshly baked luxury croissant is a delight never to be forgotten. The smell and especially the taste, that is completely spot on. I eat this without anything on it, because the taste is already great.",female
Reviewer_276,2025-04-14 22:35:00,A warm croissant with strawberry jam is still the best :),female
Reviewer_277,2025-04-14 22:25:00,I love my crossaint with cumin cheese. Delicious that combination. Would recommend it to everyone :),female
Reviewer_278,2025-04-14 22:18:00,I like to top my croissant with a bit of cheese. Who doesn't love a little “brie”-lliance in their breakfast?,male
Reviewer_279,2025-04-14 21:40:00,A delicious croissant with a slice of cheese or Nutella is the tastiest,unknown
Reviewer_280,2025-04-14 21:39:00,"I prefer to put nothing on my croissant! Just nice and crispy and airy, perfect as it is.",female
Reviewer_281,2025-04-14 21:28:00,"I like to top my croissant with a thick layer of self-confidence, a slice of sunshine and a touch of happiness... but a mountain of Nutella with strawberries works just fine too",unknown
Reviewer_282,2025-04-14 20:59:00,My favorite croissant topping is something delicious!,male
Reviewer_283,2025-04-14 20:58:00,"The most delicious croissant needs no additives! Fresh from the oven, nice and soft on the inside, they are delicious!",female
Reviewer_284,2025-04-14 20:54:00,my favorite topping for a croissant is a slice of zaanlander young cheese and a slice of ham. And then we go further a few slices of cucumber and tomato and to make it really top a dollop of zaanse majo,female
Reviewer_285,2025-04-14 20:47:00,Between the contact grill with ham and cheese,female
Reviewer_286,2025-04-14 20:38:00,"Maybe a bit boring, but usually I don't put anything on it...   ",male
Reviewer_287,2025-04-14 20:31:00,"I like to top my croissant with chicken curry, a boiled egg, some pineapple pieces and iceberg lettuce. Delicious!",female
Reviewer_288,2025-04-14 20:07:00,"My croissant gets a makeover with brie, fig jam and a few toasted walnuts. I eat it as if I were sitting on a terrace in Paris, but then just on my balcony with the cat next door for company.",unknown
Reviewer_289,2025-04-14 19:49:00,"Very simple, with salted butter.",female
Reviewer_290,2025-04-14 19:34:00,"Okay, brace yourself: my favorite croissant topping is a layer of pistachio cream, topped with fresh raspberries, and then a sprinkle of lemon zest for that fresh kick. It might sound a little crazy, but trust me—it’s a finger-licking good one.       ",male
Reviewer_291,2025-04-14 19:19:00,"Fill it with pistachio cream and then it is, the best when it is warm and the cream also gets warm. Then you top it with raspberries with a little honey and icing sugar on top :)",unknown
Reviewer_292,2025-04-14 19:17:00,A delicious ah croissant in the sun for breakfast! There is only 1 thing that makes it better and that is when you sit on an ah xxl croissant beanbag!,female
Reviewer_293,2025-04-14 18:52:00,"I prefer to eat my warm croissant with fresh cream cheese, chives and salmon      yummy",female
Reviewer_294,2025-04-14 18:49:00,"I love AH croissant , if it is in front of me I would love to top it with whipped cream and raspberry jam      and with the fancy   ",female
Reviewer_295,2025-04-14 18:25:00,You have to dunk it in a delicious bottle of champagne!,male
Reviewer_296,2025-04-14 18:25:00,"a fresh warm croissant with a layer of whipped cream and caramelized strawberries on top and chocolate sauce on the lid, enjoy :)",male
Reviewer_297,2025-04-14 18:19:00,I prefer to eat my croissant with grilled sausage and spicy spreadable cheese from AH's own brand!,female
Reviewer_298,2025-04-14 18:19:00,I like to eat my croissant with delicious chocolate sprinkles and cheese and ham and peanut butter!,unknown
Reviewer_299,2025-04-14 18:16:00,"A lovely warm croissant in the morning, when you just wake up, with the sun rising, and then a good layer of Nutella on top and enjoy!",male
Reviewer_300,2025-04-14 18:08:00,"The best is a nice warm croissant with melted brie with honey, thyme and walnuts",female
Reviewer_301,2025-04-14 18:08:00,"A croissant filled with yellow cream, strawberries and some icing sugar :)",female
Reviewer_302,2025-04-14 17:40:00,"I think the tastiest thing is when the croissant just came out of the oven, cut it open and then put the sprinkles mix on it and quickly close it again so that the sprinkles melt a little bit! I'm already looking forward to it just thinking about it :)",female
Reviewer_303,2025-04-14 17:15:00,"My favorite is the AH Smoked salmon, with Verstegen chili flakes, sea salt and galbaai mascarpone.",unknown
Reviewer_304,2025-04-14 17:12:00,"Cut the croissant open, put cheese on it, put chocolate spread on it < in the shape of a : ) > put a few cherries on it, close it and enjoy",male
Reviewer_305,2025-04-14 17:11:00,"The croissant fresh from our own oven. Topped with delicious Spanish parma ham, a slice of cheese from the fresh department mature cheese 48+ and a topping of avocado on top! A little pepper and salt on top and Oooohhh enjoy blown just!",male
Reviewer_306,2025-04-14 16:47:00,"The most delicious croissant (of course, it is now the new croissant bread from the fresh produce department) with Nutella chocolate spread in combination with strawberries... MMMMmmmm a party to eat!",female
Reviewer_307,2025-04-14 16:43:00,Cheese with Jam <3,female
Reviewer_308,2025-04-14 16:38:00,"Making a croissant healthy with ham, cheese, tomato, cucumber, a lettuce leaf and an egg is also part of it   ",female
Reviewer_309,2025-04-14 16:30:00,"The tastiest croissant you can wake me up with is freshly baked from the oven, topped with brie, truffle mayonnaise and some fresh arugula. The brie melts from the heat and the arugula gives it a delicious bite. Yummiee!!",male
Reviewer_310,2025-04-14 16:29:00,my croissant is the tastiest with brie and smoked salmon,female
Reviewer_311,2025-04-14 16:18:00,Nothing on it. Just croissant. Perfection needs no topping.,female
Reviewer_312,2025-04-14 16:12:00,"Cut the croissant open, top with strawberry slices and then add matcha whipped cream and then sprinkle with grated white chocolate",female
Reviewer_313,2025-04-14 16:08:00,"I like everything on a croissant, but Jif or Skippy peanut butter or a fluffy egg does it for me in the morning!! :D",female
Reviewer_314,2025-04-14 16:00:00,With butter and strawberry jam! Childhood memory of my father when we would make croissants on Sunday for my mother!,female
Reviewer_315,2025-04-14 15:56:00,"With nothing, a croissant is best eaten on its own   ",unknown
Reviewer_316,2025-04-14 15:55:00,The answer is Marmite. What makes it even better is that Marmite is on sale this week. Enjoy your meal everyone!,male
Reviewer_317,2025-04-14 15:53:00,"Croissant sandwich with thinly sliced wagyu entrecôte from the sous-vide, butter lettuce, balsamic vinaigrette, topped with roasted pine nuts.",male
Reviewer_318,2025-04-14 15:44:00,"first spread with Nutella, and then a banana on top, any suitable topping!",male
Reviewer_319,2025-04-14 15:43:00,"The best croissant is fresh from the oven, with a little melted butter and then homemade blackberry jam...",male
Reviewer_320,2025-04-14 15:34:00,I always prefer to put some butter and jam on my croissant. That's just always sublime!,female
Reviewer_321,2025-04-14 15:30:00,A freshly baked butter croissant with a layer of Bon Maman raspberry jam in between!,unknown
Reviewer_322,2025-04-14 15:28:00,Croissant five cheeses :),male
Reviewer_323,2025-04-14 15:24:00,My personal favorite is the smash burger croissant :),male
Reviewer_324,2025-04-14 15:19:00,"A croissant baklava style! Ground pistachios, ground walnuts, cinnamon powder, melted butter + sugar, honey, lemon and orange blossom water. Spread this delicious baklava filling on the lukewarm croissant. Hmmm, super yummy!",male
Reviewer_325,2025-04-14 15:17:00,"Delicious homemade jam from the vegetable garden. Presented on a delicious croissant with delicious butter. Oh yes, the Crosaintje also baked by myself.. mmM!",male
Reviewer_326,2025-04-14 15:17:00,a piece of cake,female
Reviewer_327,2025-04-14 15:17:00,"The new AH exc cretzel croissant, delicious when still a bit warm, topped with soft goat cheese, a slice of pear and walnuts!",unknown
Reviewer_328,2025-04-14 15:14:00,What could be more wonderful than sitting in a croissant with a croissant and enjoying it?,female
Reviewer_329,2025-04-14 15:08:00,"delicious with butter, peanut butter and chocolate sprinkles!",female
Reviewer_330,2025-04-14 15:05:00,"The ultimate croissant for me is very simple and delicious, spread with pistachio paste, simple but very tasty",female
Reviewer_331,2025-04-14 15:00:00,"The most delicious croissant... Cover it well with butter, then spread it generously with pistachio cream with a hint of star anise in it. Then you won't stop and you'll probably have to do a cholesterol test, but that's besides the point :)",male
Reviewer_332,2025-04-14 14:51:00,"Don't cut it open, but pick off pieces and spread 100% peanut butter (without pieces) and then dip it in milk chocolate sprinkles. Delicious! You will get dirty fingers though ;-)",female
Reviewer_333,2025-04-14 14:44:00,"Warm butter croissant with AH Terra 100% pistachio paste, fresh strawberries and white chocolate flakes. Not really healthy but very tasty :)",female
Reviewer_334,2025-04-14 14:38:00,On Sunday morning a nice croissant with jam and a cup of coffee. I also often try the other croissants.,female
Reviewer_335,2025-04-14 14:38:00,A fresh croissant only needs a few things...a few delicious strawberries!! Always a party!,female
Reviewer_336,2025-04-14 14:37:00,"Warm butter croissant, dip it in e.g. Choco sauce of dark chocolate, various types of jam, make it as crazy as you want. It's all delicious :-)",male
Reviewer_337,2025-04-14 14:36:00,"Jam on a croissant, So soft and sweet, always makes my morning.",unknown
Reviewer_338,2025-04-14 14:28:00,A lukewarm croissant filled with a coarse frangipane of pistachios and apricot jam.,male
Reviewer_339,2025-04-14 14:17:00,"Delicious croissant with a boiled egg, slice of chicken fillet, dairy spread and a little rocket! Enjoy...",male
Reviewer_340,2025-04-14 14:16:00,Avocado with smoked salmon,female
Reviewer_341,2025-04-14 14:13:00,"A croissant with a delicious pink glaze and a pastry cream filling, my favorite for years! ; - )",female
Reviewer_342,2025-04-14 13:58:00,There's nothing better than a croissant with jam     ,male
Reviewer_343,2025-04-14 13:57:00,What is more delicious than a Croissant with young matured cheese and strawberry jam! Well nothing ;) a recommendation for everyone,male
Reviewer_344,2025-04-14 13:53:00,"With (salted) butter and dipped in coffee, like the French do!",female
Reviewer_345,2025-04-14 13:51:00,"There's nothing better than a croissant with AH white chocolate spread! Not very healthy, but very tasty  ",male
Reviewer_346,2025-04-14 13:46:00,"A croissant with well-seasoned shawarma, homemade garlic sauce and a little endive.",male
Reviewer_347,2025-04-14 13:45:00,"Just a nice freshly baked croissant, with delicious brie and some rocket on top. Warm it up a bit, so that the brie melts nicely. Garnish with a nice honey mustard sauce and some walnuts for the finishing touch",male
Reviewer_348,2025-04-14 13:44:00,"Apricot jam on a croissant is just next level delicious. That combination of sweet and a little sour with that soft, warm croissant… nothing can beat that. Always my go-to!",female
Reviewer_349,2025-04-14 13:42:00,"For dessert, some whipped cream with sprinkles on top.",unknown
Reviewer_350,2025-04-14 13:40:00,A croissant is the most delicious of its own taste. A croissant needs no topping at all. Fresh and warm from the oven is a croissant the very best!!,male
Reviewer_351,2025-04-14 13:39:00,"For dessert, croissant with hazelnut paste spread. Marshmallows on paste, 3 rounds in microwave until puffed clouds. Hmmmm.",female
Reviewer_352,2025-04-14 13:34:00,According to my daughter:,male
Reviewer_353,2025-04-14 13:27:00,Croissant Caprese. Mozzarella and tomato from the oven. Finishing touch: basil and some roasted pine nuts on top. Enjoy!,female
Reviewer_354,2025-04-14 13:17:00,"fresh Croissants yourself the warm smoked salmon from the bbq, with rocket and mustard dill dressing, some black pepper with some sea salt a little lime juice and a pine nut enjoy your meal",male
Reviewer_355,2025-04-14 13:13:00,"I always eat my croissant fresh from the oven WITHOUT toppings. Just nice, just the croissant.",male
Reviewer_356,2025-04-14 13:09:00,"A fresh croissant, then pistachio cream on top, delicious Dutch strawberries and a little bit of icing sugar: ENJOY!",female
Reviewer_357,2025-04-14 13:05:00,"A croissant with potato salad is always a big hit at our house, but at work I get strange looks because of it :(",male
Reviewer_358,2025-04-14 13:02:00,"I always top my croissant with a slice of cheese and cucumbers, really delicious!!!",male
Reviewer_359,2025-04-14 12:56:00,"I usually eat my croissant with Nutella, it's really delicious and sweet.",female
Reviewer_360,2025-04-14 12:52:00,"On a special day (Easter for example) I top my croissant with avocado, egg, bacon, brie, honey and coriander. Hmmm... I'm getting a taste for it now!",male
Reviewer_361,2025-04-14 12:50:00,"spread with pesto, rocket and Parma ham, Delicious!",female
Reviewer_362,2025-04-14 12:31:00,Delicious old Amsterdam cheese,female
Reviewer_363,2025-04-14 12:25:00,The tastiest croissant is the dough from the fridge filled with chocolate that melts in the oven.,unknown
Reviewer_364,2025-04-14 12:22:00,"JAM, strawberry jam on a croissant is the most delicious topping you can put on a croissant! and it's not super unhealthy either!",male
Reviewer_365,2025-04-14 12:12:00,With a delicious slice of golden mature cheese.,male
Reviewer_366,2025-04-14 12:10:00,a croissant and then a little cheese and then in the oven until the cheese is crispy. Then you cut it open and put a slice of ham in between. Now that's enjoyment.,male
Reviewer_367,2025-04-14 12:08:00,"a cheese soufflé and mayo, pickled onion :)",female
Reviewer_368,2025-04-14 12:04:00,Truffle mayo with carpaccio,male
Reviewer_369,2025-04-14 11:58:00,"Simply with delicious jam and a thick layer of butter. A croissant doesn't need anything more, as long as it's fresh and crispy.",female
Reviewer_370,2025-04-14 11:53:00,"my ideal croissant? Warm, crispy on the outside and soft on the inside, spread with pistachio cream, a layer of raspberry jam and a few fresh mint leaves. In every bite you taste the perfect balance between sweet, fresh and nutty. It's a little party for your taste buds!",female
Reviewer_371,2025-04-14 11:53:00,A croissant is always possible. So from a convenience perspective you also want the topping to be easy and applicable everywhere.,male
Reviewer_372,2025-04-14 11:52:00,Because every now and then it's also allowed to be extra tasty...,female
Reviewer_373,2025-04-14 11:47:00,"At Easter always delicious croissants topped with buttery soft avocado, a few spinach leaves, some crispy bacon and a fried egg with soft yolk. Super tasty.",male
Reviewer_374,2025-04-14 11:47:00,"As I once learned from a (former) service manager in our branch, a croissant is best with roast beef and Maggi sauce!",male
Reviewer_375,2025-04-14 11:34:00,"My ultimate croissant topping? Forget cheese, jam or chocolate; I'm going for the crocosant: a warm, crispy mini-croquette in a fresh croissant, with a lick of coarse mustard. The crispy outside of the croquette, the soft puff pastry and that creamy ragout on the inside... that's comfort food at its very best. Dutch snack meets French finesse; and believe me, you want to taste it!",female
Reviewer_376,2025-04-14 11:31:00,I just spread chocolate sprinkles on a croissant. DELICIOUS!!,male
Reviewer_377,2025-04-14 11:28:00,I top it in different ways.,female
Reviewer_378,2025-04-14 11:27:00,I eat my crossant first spread it with pesto then tomato slices mozzarella slices. Then a little pesto and pine nuts mmm,female
Reviewer_379,2025-04-14 11:26:00,"On a quiet Sunday morning, as the first rays of sunshine enter the house, the smell of a fresh croissant fills my nose. The outside is golden brown and crispy, but the best part is yet to come: the topping. A wafer-thin slice of cheese melts gently on the warm bread, while I place a perfectly fried egg on top. A little bit of butter for creaminess completes the picture. The taste is a combination of rich, soft and savoury, which makes every bite extra delicious. As I eat it calmly, with a cup of coffee within reach, I feel completely at ease. It is simple, but so surprisingly delicious!",male
Reviewer_380,2025-04-14 11:25:00,Just a nice slice of old Zaanlander cheese!,male
Reviewer_381,2025-04-14 11:24:00,"I spread my croissant with cream cheese, a slice of free-range chicken fillet, a little pre-cut iceberg lettuce and a slice of cucumber cut lengthwise",female
Reviewer_382,2025-04-14 11:15:00,"In my opinion, the tastiest topping on a croissant is: Boursin Garlic & Fine Herbs (wi1983), this gives a soft, creamy addition to the croissant that not only tastes good (who doesn't like cream cheese and garlic) but also makes you feel like you're on holiday.",male
Reviewer_383,2025-04-14 11:12:00,"It is best if you do not cut the croissant open but put a slice of cheese and/or ham on the bottom. You will probably enjoy it the most when all faces look at you with the questioning looks why you are topping and eating your croissant like a ""barbarian"".",male
Reviewer_384,2025-04-14 11:05:00,Topping the most delicious croissant is a moment of pure indulgence.,male
Reviewer_385,2025-04-14 11:01:00,Lemon Poppy!,female
Reviewer_386,2025-04-14 10:59:00,Under the Lavender Sky: My Ultimate Croissant Moment,male
Reviewer_387,2025-04-14 10:56:00,Colored mice!! The more the better and a thick dollop of mayonnaise,male
Reviewer_388,2025-04-14 10:55:00,"A croissant 'a la carbonara'! A delicious Albert Heijn croissant cut open, with a fried egg, pepper, parmesan sauce and crispy pieces of guanciale! Really recommended :)",unknown
Reviewer_389,2025-04-14 10:50:00,The Ultimate Croissant,male
Reviewer_390,2025-04-14 10:50:00,I prefer to eat my croissant without any toppings; the bun is already very tasty on its own!,male
Reviewer_391,2025-04-14 10:49:00,"Hollow out, add mini sausages, pour scrambled eggs over it and add topping of your choice.",unknown
Reviewer_392,2025-04-14 10:47:00,"This is how I first topped a croissant during a holiday in Crete: real butter, Nutella and strawberries...just like a pastry, delicious.",female
Reviewer_393,2025-04-14 10:42:00,The best way to eat a croissant is a fresh croissant with a slice of cheese and a little jam. Preferably strawberry jam         ,female
Reviewer_394,2025-04-14 10:39:00,With chocolate and butter,male
Reviewer_395,2025-04-14 10:39:00,On special occasions I enjoy two types of croissants:,unknown
Reviewer_396,2025-04-14 10:34:00,"Sambal, cheese and avocado. A deliciously soft combination with a spicy effect.",male
Reviewer_397,2025-04-14 10:33:00,Just a little bit of strawberry jam. The croissants are delicious on their own!,unknown
Reviewer_398,2025-04-14 10:25:00,"a slice of avocado and a soft-boiled egg, some salt and pepper on top and enjoy!!",female
Reviewer_399,2025-04-14 10:24:00,Delicious croissant with peanut butter and sprinkles! Then it tastes like Easter to me!,male
Reviewer_400,2025-04-14 10:21:00,"Very simple, with butter and strawberry jam. Every weekend delicious!!",unknown
Reviewer_401,2025-04-14 10:16:00,I always eat my freshly baked croissants with white chocolate spread and disco sprinkles. That way it's a party every time I eat a croissant!,unknown
Reviewer_402,2025-04-14 10:14:00,"My ULTIMATE topping on the croissant is, ***sitenote*** when I get the chance to top my own croissants with 3 small children who are crazy about croissants, I usually start spreading and I already leave half on the left, and a bite on the right. But if the moment comes, I prefer to spread it with butter and then that delicious jam on the inside, preferably still as hot as possible, really soooo delicious!",female
Reviewer_403,2025-04-14 10:13:00,"The best thing on a croissant is jam, preferably strawberry jam. And it is even better if the croissant is nice and fresh.",female
Reviewer_404,2025-04-14 10:07:00,"With cottage cheese, cheese and a bit of chives. If you want to go all out, add apple syrup on top.",female
Reviewer_405,2025-04-14 10:04:00,The tastiest corisant is one dipped in excellent raspberry jam.,male
Reviewer_406,2025-04-14 10:01:00,"Call me a chocoholic, but every now and then I top my croissant with Nutella and chocolate sprinkles.",male
Reviewer_407,2025-04-14 10:01:00,"Croissant with pesto and cheese!! Delicious combination, or roasted chicken fillet/ham and young cheese!!",male
Reviewer_408,2025-04-14 09:59:00,"In Belgium we do this a little differently   . The soft, airy croissant with a crispy outside is usually topped with something sweet. And then preferably with the well-known creamy hazelnut spread with chocolate flavour. The one and only Nutella.",female
Reviewer_409,2025-04-14 09:58:00,Or I also really like vanilla pudding with strawberries!,female
Reviewer_410,2025-04-14 09:57:00,I think the tastiest topping on a croissant is speculoos with white XXL sprinkles (preferably in the oven for a while)     ,female
Reviewer_411,2025-04-14 09:57:00,I prefer,male
Reviewer_412,2025-04-14 09:54:00,The tastiest is a croissant topped with butter and aged cheese,female
Reviewer_413,2025-04-14 09:46:00,"I usually eat it sweet and simple, but if I fancy a slightly more savoury croissant: Melted camembert, caramelised onion and a few dots of apple syrup.",male
